id,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,mental_health_consequence
M804,30,Female,United States,CA,No,No,No,NA,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,Some of them,No,No,No,Yes,No,NA,No
M805,32,M,United Kingdom,NA,No,No,No,NA,26-100,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA,Maybe
M806,28,Female (trans),United States,CA,No,No,Yes,Sometimes,26-100,No,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Maybe,Some of them,Some of them,No,No,No,Yes,NA,Yes
M807,40,female,United States,WA,No,Yes,Yes,Sometimes,100-500,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,Some of them,Yes,No,No,Don't know,Yes,I'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!,Maybe
M808,36,f,United States,CA,No,Yes,No,NA,Jun-25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,No,Maybe,Yes,No,NA,No
M809,27,Male,United States,IN,No,No,No,NA,26-100,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Very easy,No,Yes,Yes,Maybe,Maybe,Yes,No,NA,No
M810,41,Male,United States,TX,No,Yes,No,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Don't know,Don't know,No,Some of them,Some of them,No,Maybe,No,No,NA,Maybe
M811,29,Male,United Kingdom,NA,No,No,No,Never,Jun-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Maybe
M812,29,m,United Kingdom,NA,No,No,Yes,Sometimes,100-500,No,Yes,No,No,No,No,Don't know,Somewhat difficult,No,Some of them,Some of them,No,Maybe,No,No,NA,No
M813,35,Male,United States,MO,No,No,Yes,Often,01-May,No,No,No,No,No,No,Yes,Very difficult,No,Some of them,Some of them,No,Yes,No,Yes,NA,Yes
M814,28,Male,United States,NV,No,No,Yes,Never,Jun-25,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,Some of them,Some of them,No,No,Don't know,No,NA,Maybe
M815,36,F,United Kingdom,NA,Yes,No,No,Sometimes,01-May,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,No,No,No,Don't know,No,NA,Maybe
M816,39,Female,United States,WA,No,No,No,Sometimes,26-100,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,No,No,Yes,Don't know,No,NA,Yes
M817,39,Male,United States,FL,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,No,Some of them,Yes,No,No,Don't know,No,NA,Maybe
M818,44,male,United States,NA,Yes,Yes,Yes,Sometimes,01-May,Yes,Yes,No,Yes,No,No,No,Very easy,Yes,Some of them,No,No,No,Yes,No,NA,Yes
M819,26,queer,Germany,NA,Yes,No,Yes,Sometimes,Jun-25,Yes,Yes,No,Not sure,Yes,Yes,Yes,Very easy,No,Some of them,Some of them,Maybe,Maybe,Yes,No,NA,No
M820,35,Male,Denmark,NA,Yes,Yes,Yes,Often,01-May,No,Yes,No,Yes,Yes,No,Don't know,Somewhat easy,No,Some of them,Some of them,Maybe,Yes,Yes,No,NA,No
M821,40,Female,United States,WA,No,Yes,Yes,Sometimes,100-500,No,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,No,No,No,Don't know,No,NA,Yes
M822,35,Male,Denmark,NA,Yes,Yes,Yes,Often,01-May,No,Yes,No,Yes,Yes,No,Don't know,Somewhat easy,No,Some of them,Some of them,Maybe,Yes,Yes,No,NA,No
M823,38,M,United States,IL,No,No,No,Never,More than 1000,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,No,No,No,No,Don't know,No,NA,Yes
M824,34,Male,United States,FL,No,No,No,NA,More than 1000,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Yes,No,Maybe,Yes,No,NA,No
M825,43,M,United States,MA,No,No,No,NA,More than 1000,No,Yes,Yes,No,Yes,Yes,Don't know,Don't know,No,Some of them,Yes,No,Maybe,Don't know,No,NA,No
M826,48,Female (cis),United States,CA,No,Yes,No,Often,26-100,No,Yes,Don't know,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,No,Yes,None of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.,Yes
M827,20,Male,United States,WA,No,No,No,Never,26-100,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Yes,Maybe,Maybe,Yes,No,NA,No
M828,40,M,United States,MI,Yes,No,No,Sometimes,01-May,Yes,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,Some of them,No,No,No,Don't know,No,NA,Yes
M829,29,female,United Kingdom,NA,No,No,Yes,Rarely,Jun-25,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Maybe
M830,35,Male,United States,MI,No,Yes,Yes,Sometimes,01-May,No,No,No,Yes,No,No,Yes,Don't know,No,Some of them,Yes,No,No,Yes,No,NA,No
M831,29,Male,United States,WI,No,Yes,No,Sometimes,More than 1000,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,No,Some of them,No,No,No,Yes,No,NA,Maybe
M832,40,M,United States,CA,No,No,No,Never,100-500,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,No,Some of them,Some of them,No,Maybe,Don't know,No,NA,Maybe
M833,29,Male,Sweden,NA,No,No,Yes,Rarely,Jun-25,No,Yes,No,Yes,No,No,Yes,Very easy,No,Some of them,Yes,No,No,Yes,No,NA,No
M834,29,F,United States,CA,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,Not sure,Don't know,No,Don't know,Don't know,No,Yes,Yes,No,Maybe,Don't know,No,NA,No
M835,34,male,United States,TX,No,No,Yes,Sometimes,01-May,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,Yes,Don't know,No,NA,Yes
M836,44,Male,United Kingdom,NA,No,Yes,Yes,Sometimes,500-1000,No,No,Don't know,No,No,No,Don't know,Somewhat difficult,No,Some of them,Yes,No,Maybe,No,Yes,NA,Maybe
M837,24,female,United States,NY,No,Yes,Yes,Often,Jun-25,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,Some of them,Yes,No,Yes,No,Yes,NA,No
M838,47,F,United States,PA,No,No,No,NA,100-500,Yes,Yes,Don't know,No,No,Don't know,Don't know,Very difficult,Yes,No,No,No,No,No,No,NA,Yes
M839,43,m,United Kingdom,NA,No,Yes,No,NA,More than 1000,No,No,Don't know,No,No,No,Don't know,Very easy,No,Some of them,Yes,No,Maybe,Don't know,No,NA,Maybe
M840,36,M,United States,PA,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,No,Some of them,Yes,No,No,No,No,NA,No
M841,43,male,United States,GA,No,No,Yes,Sometimes,More than 1000,No,No,Don't know,No,No,Don't know,Don't know,Very difficult,No,Some of them,Yes,No,No,Don't know,No,NA,Maybe
M842,36,male,United Kingdom,NA,Yes,No,No,Sometimes,Jun-25,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,No,Yes,Yes,No,Maybe,Don't know,Yes,NA,No
M843,31,Female,United States,NY,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,No,Yes,Yes,Maybe,Maybe,Don't know,No,I have been incredibly public about my own struggle in my own conversations and in social media insofar as how I can use my depression to raise awareness or help others. Because of that my employer - or any future employer - kind of knows by default. It's not a secret. That said the downside of that openness is that I have no faith that I wouldn't be discriminated against at a future job simply because the information is public. Likewise I worry I'm seen as less-than by my employer in some circumstances. Regerdless I don't regret being public and raising awareness. My point is that even those of us who do publicly discuss the issue fear systemic retribution. ,No
M844,35,Male,United States,CA,No,No,No,Sometimes,More than 1000,No,Yes,Don't know,Not sure,Yes,Don't know,Don't know,Don't know,No,Some of them,No,No,No,Don't know,No,NA,Maybe
M845,33,male,United States,TN,No,Yes,No,NA,26-100,No,No,Yes,No,No,No,Yes,Somewhat difficult,No,Some of them,Some of them,No,No,Don't know,No,NA,No
M846,37,Male,Italy,NA,No,No,No,Sometimes,26-100,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Yes,Some of them,No,No,No,No,No,NA,Yes
M847,34,M,United States,TN,No,No,Yes,Sometimes,100-500,No,Yes,Don't know,No,Yes,Don't know,Yes,Don't know,No,Some of them,No,No,No,Don't know,No,At a previous employer I witness a bad thing happen to a coworker with mental health issues get swept under the rug... :(,Maybe
M848,36,Male,Netherlands,NA,Yes,No,Yes,Sometimes,01-May,No,Yes,No,No,No,No,Don't know,Very easy,No,Yes,No,No,No,Yes,No,NA,No
M849,40,m,United States,TN,Yes,Yes,Yes,Sometimes,01-May,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,Yes,Yes,No,No,Yes,No,NA,No
M850,40,M,United States,IL,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,Some of them,Some of them,No,Maybe,Don't know,No,While not personally affected I do have immediate family with mental health illness and my employer has been very supportive. Thanks for doing this survey.,No
M851,42,Male,United States,WI,No,No,Yes,Sometimes,01-May,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,No,No,No,No,Maybe,Don't know,No,NA,Maybe
M852,23,M,United States,KY,No,Yes,No,NA,26-100,Yes,Yes,Yes,Yes,No,Don't know,Yes,Don't know,No,No,Some of them,No,No,Don't know,No,NA,Maybe
M853,21,Male,United Kingdom,NA,No,Yes,No,Never,Jun-25,No,No,No,No,No,No,Yes,Somewhat easy,No,Some of them,Some of them,No,Maybe,Don't know,No,NA,Maybe
M854,26,Male,Canada,NA,No,No,No,Sometimes,Jun-25,Yes,Yes,No,No,No,No,Don't know,Very difficult,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,NA,Yes
M855,31,Male,United States,NA,No,Yes,No,NA,Jun-25,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them,Some of them,No,No,Don't know,No,NA,Maybe
M856,25,M,United States,CA,No,Yes,No,NA,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,Some of them,Yes,Maybe,Yes,Yes,No,NA,No
M857,51,Male,United States,MN,No,No,No,Never,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,Yes,Yes,No,No,Yes,No,NA,No
M858,24,Male,United States,TN,No,No,No,NA,Jun-25,No,Yes,Don't know,Not sure,Don't know,No,Yes,Somewhat easy,No,Some of them,Yes,No,Maybe,Don't know,No,NA,No
M859,33,Male,United States,MN,No,No,No,NA,100-500,No,Yes,No,No,No,No,Don't know,Don't know,No,Some of them,Yes,No,No,No,No,The company I work for was started by engineers and so anything other then the engineering department has always lacked a bit. Now that we've grown things are better but I feel that overall our total benefits package (including healthcare) isn't well communicated. This reflects negatively on the mental health questions above but would also reflect negatively on any other sort of survey about the benefits. That is I don't think the company is purposefully doing less for mental health. They just aren't doing enough across the board and that includes mental health.,Maybe
M860,32,male,United Kingdom,NA,No,Yes,Yes,Rarely,Jun-25,No,No,No,No,No,No,No,Don't know,Maybe,Some of them,No,No,No,No,No,NA,Yes
M861,32,male,United Kingdom,NA,No,Yes,Yes,Rarely,Jun-25,No,No,No,No,No,No,No,Don't know,Maybe,Some of them,No,No,No,No,No,NA,Yes
M862,26,Male,United Kingdom,NA,Yes,No,Yes,Rarely,01-May,Yes,Yes,No,Not sure,Don't know,Don't know,Don't know,Somewhat difficult,No,Yes,Yes,Maybe,Maybe,Yes,No,NA,No
M863,23,M,United States,IL,No,No,No,Never,100-500,No,No,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA,Maybe
M864,33,Male,United States,TN,No,Yes,Yes,Often,Jun-25,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,No,Some of them,Yes,No,Maybe,No,No,NA,Yes
M865,46,Male,United States,IL,No,No,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,No,Maybe,Yes,No,NA,Yes
M866,34,male,United Kingdom,NA,No,No,No,NA,Jun-25,Yes,Yes,No,No,No,No,No,Somewhat difficult,Maybe,No,No,No,Yes,No,Yes,NA,Yes
M867,35,M,United States,DC,No,Yes,Yes,Sometimes,Jun-25,No,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,Some of them,Some of them,No,No,Don't know,No,NA,Maybe
M868,39,M,United States,KS,No,No,No,NA,01-May,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,Maybe,Some of them,Yes,Maybe,Maybe,No,No,Thank you for all you are doing to study this topic and raise awareness in our communities. ,Maybe
M869,32,male,Germany,NA,Yes,No,No,Sometimes,01-May,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,Some of them,Some of them,Maybe,Maybe,No,No,NA,No
M870,43,Male,Mexico,NA,Yes,No,No,NA,More than 1000,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,Some of them,Yes,No,Maybe,Don't know,No,NA,No
M871,56,m,United States,CA,No,No,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,No,Yes,Yes,Yes,Yes,Yes,No,NA,No
M872,32,Female,United Kingdom,NA,No,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,No,No,No,Don't know,Somewhat difficult,No,Some of them,Some of them,No,Yes,Don't know,Yes,NA,Maybe
M873,41,male,United Kingdom,NA,No,No,No,NA,26-100,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Some of them,Some of them,No,Yes,No,Yes,NA,Maybe
M874,39,Male,United States,TN,No,No,No,NA,More than 1000,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Yes,No,No,Don't know,No,NA,No
M875,37,Male,United States,OK,No,Yes,No,NA,500-1000,No,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,No,No,No,No,NA,Maybe
M876,30,m,United States,CA,Yes,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Very difficult,No,No,No,No,Maybe,Don't know,No,The main reason for the openness answers are because of an experience with my last employer. I felt I could trust my direct supervisor so I divulged information. It ended up spreading to more supervisors and eventually my coworkers. Supers highly suggested treatment but rushed things that shouldn't have been rushed and I ended up being incorrectly treated in a psych ward and mentally scarred from the issue. I lost most of my desire to program due to the experience not to mention thousands of dollars I lost - lost work time vacation time they used for treatment time doctors expenses etc. I have major depressive disorder high anxiety and mild agoraphobia. After seeing what treatment has to offer I will likely not seek it again and continue as is. (Long story short.),Yes
M877,31,Male,United States,TN,No,No,No,NA,26-100,No,Yes,Yes,No,Yes,No,Yes,Somewhat easy,No,Some of them,Some of them,No,Maybe,No,No,NA,Maybe
M878,29,M,United States,TX,No,No,No,NA,More than 1000,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,No,Maybe,Don't know,No,NA,Maybe
M879,23,Female,United Kingdom,NA,No,Yes,No,Never,More than 1000,No,No,No,No,No,Yes,Don't know,Somewhat easy,Maybe,No,No,No,Maybe,Don't know,No,NA,Yes
M880,31,male,United States,CO,No,No,Yes,Never,26-100,No,Yes,Yes,Yes,No,Don't know,Yes,Very easy,No,No,No,No,No,Don't know,No,NA,Maybe
M881,29,Male,United States,TN,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Some of them,No,No,Yes,No,NA,Maybe
M882,30,Mail,United States,GA,No,No,No,Never,26-100,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Very easy,No,Some of them,Yes,Maybe,Maybe,Yes,No,NA,No
M883,37,Male,United States,TN,No,No,No,Never,500-1000,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,No,Some of them,Yes,No,No,Yes,Yes,(yes but the situation was unusual and involved a change in leadership at a very high level in the organization as well as an extended leave of absence),Maybe
M884,36,male,United States,VA,Yes,No,No,Never,01-May,No,Yes,Yes,No,No,Don't know,Don't know,Somewhat difficult,No,Some of them,Yes,Yes,Yes,Yes,No,NA,No
M885,35,Male,United States,TN,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Some of them,No,No,Maybe,No,No,NA,Maybe
M886,41,M,United States,DC,No,Yes,No,Never,500-1000,Yes,No,Don't know,No,No,No,Don't know,Don't know,No,No,No,No,No,Don't know,No,NA,Maybe
M887,31,Male,United Kingdom,NA,No,No,Yes,Rarely,Jun-25,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them,Yes,No,No,Don't know,No,NA,No
M888,38,m,United Kingdom,NA,No,Yes,No,NA,500-1000,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,Some of them,Yes,No,Maybe,No,No,NA,No
M889,26,Male,India,NA,Yes,No,No,NA,100-500,No,Yes,No,No,No,No,Yes,Very easy,No,Some of them,Yes,No,No,Yes,No,NA,No
M890,39,Male,United States,TN,No,Yes,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,Yes,I would add that while there were negative consequences for coworkers with mental health they were given a HUGE amount of leeway.  I think the team at large tried their best to be kind but that's how the person suffered.  The company actually gave this person a lot of help.  Which was cool.  But the team still discriminated.,Maybe
M891,42,male,United States,VA,Yes,Yes,No,Sometimes,Jun-25,Yes,No,Yes,Not sure,Don't know,Yes,Don't know,Don't know,Maybe,Some of them,No,No,Maybe,Don't know,No,NA,Maybe
M892,32,Male,United States,TN,Yes,Yes,Yes,Rarely,01-May,Yes,Yes,No,Yes,No,No,Don't know,Very difficult,No,Some of them,No,No,Maybe,Don't know,No,NA,Yes
M893,29,m,United States,TN,No,Yes,No,NA,100-500,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Yes,No,No,Don't know,No,NA,No
M894,30,Male,United States,TN,No,Yes,No,Never,100-500,No,Yes,Yes,No,Don't know,Yes,Don't know,Very difficult,Yes,Some of them,No,Maybe,Maybe,No,No,NA,Yes
M895,40,M,United States,TN,No,Yes,Yes,Often,500-1000,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No,Yes,Don't know,No,Bipolar spectrum is tricky.,Maybe
M896,51,m,United States,TN,No,No,No,NA,100-500,No,No,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,No,Some of them,Yes,No,No,Don't know,No,NA,No
M897,33,Male,United States,IN,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,Some of them,Yes,No,No,Yes,No,NA,No
M898,34,male,Germany,NA,Yes,No,Yes,Sometimes,01-May,Yes,Yes,No,Not sure,No,No,Yes,Somewhat difficult,Maybe,Some of them,Some of them,No,No,Don't know,No,To be self employed helps but also brings you in touch with lots of new people that you might have to explain yourself to.,Maybe
M899,50,Male,United States,VA,Yes,No,No,Never,01-May,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,Some of them,Yes,No,Maybe,Yes,No,A lot of these answers aren't really applicable since I'm self employed as a sole proprietor.,No
M900,24,Male,United States,TX,No,No,No,Sometimes,26-100,Yes,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,Some of them,Yes,No,Maybe,No,No,NA,No
M901,25,Male,United States,TX,No,Yes,Yes,Rarely,26-100,No,No,No,No,No,No,Don't know,Don't know,Maybe,No,No,No,Maybe,No,No,NA,Yes
M902,43,Male,United Kingdom,NA,No,Yes,Yes,Rarely,26-100,No,Yes,No,No,No,No,Don't know,Very difficult,Yes,Some of them,No,No,No,No,Yes,NA,Yes
M903,25,f,United States,CA,Yes,No,Yes,Often,01-May,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Some of them,Some of them,No,No,Yes,Yes,NA,Maybe
M904,24,Male,United Kingdom,NA,Yes,No,No,NA,01-May,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,No,No,Maybe,Yes,No,NA,No
M905,51,m,United States,CO,Yes,No,No,Never,01-May,No,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA,No
M906,49,Male,United States,OR,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Maybe,No,No,No,Maybe,No,Yes,NA,Yes
M907,30,Male,United States,OK,No,No,No,NA,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Maybe,No,No,No,No,Don't know,No,NA,Yes
M908,25,female,United States,OH,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,No,No,No,No,No,No,While I have not seen any direct retaliation against people with known mental illness many people do freely use insults commonly associated with mental illness (r****d for example) and criticize people behind their back for taking extra leave for doctor appointments (Oh I bet they are just hung over or other comments about how lazy they are.),Yes
M909,36,Male,United States,TN,No,No,Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,No,No,No,No,Maybe,Don't know,No,NA,Maybe
M910,48,Male,United States,VA,No,No,Yes,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Yes,Yes,No,Maybe,Yes,Yes,NA,Maybe
M911,48,male,Australia,NA,No,No,Yes,Sometimes,Jun-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,Some of them,No,No,Maybe,No,Yes,NA,Yes
M912,53,Male,United States,OR,No,No,Yes,Rarely,Jun-25,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Some of them,No,No,No,Don't know,No,NA,Maybe
M913,24,Female,United Kingdom,NA,No,Yes,Yes,Often,Jun-25,Yes,Yes,No,No,No,No,Don't know,Very easy,No,Yes,Yes,No,No,Don't know,No,NA,No
M914,33,Male,United States,OR,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Yes,No,Yes,Don't know,Somewhat easy,No,Yes,Yes,No,No,Don't know,No,NA,No
M915,25,Female,Canada,NA,No,Yes,Yes,Sometimes,Jun-25,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,Some of them,Yes,No,No,Don't know,No,NA,No
M916,30,Male,United Kingdom,NA,No,No,Yes,Sometimes,26-100,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,Some of them,No,No,Maybe,No,No,NA,Yes
M917,30,Male,United States,PA,Yes,No,No,Never,01-May,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA,Maybe
